country,submarket,year,list_type,brand,weekly_reach_pct,outlet_id,domain,notes,source,brand_type,is_aggregator,domain_valid_from,domain_valid_to,sample_type,fieldwork_start,fieldwork_end,sample_size,human_checked
CHE,german-speaking,2024,online,nau.ch,12,che_nau,nau.ch,,"DNR 2024, p. 109",outlet,FALSE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,GMX,11,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2024, p. 109",aggregator,TRUE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,Tages-Anzeiger online,10,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2024, p. 109",outlet,FALSE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,NZZ online,10,che_nzz,nzz.ch,,"DNR 2024, p. 109",outlet,FALSE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,Teletext online,9,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2024, p. 109",aggregator,TRUE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,Regional or local newspapers online,8,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2024, p. 109",category,FALSE,,,national,2024-01,2024-02,2012,
CHE,german-speaking,2024,online,BBC News online,7,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2024, p. 109",foreign,FALSE,,,national,2024-01,2024-02,2012,
CHE,french-speaking,2023,offline,RTS news (public broadcaster),64,che_rts,rts.ch,Chart also reports RTS TV News 52% and RTS Radio News 34% separately.,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,20 Minutes,43,che_20min_fr,20min.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,French private TV news,29,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,French public TV news,24,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Private radio news,15,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Le Matin Dimanche,14,che_lematindimanche,lematin.ch,UNVERIFIED DOMAIN: lematindimanche.ch serves an e-paper portal only. Recorded lematin.ch as the likely article domain - confirm.,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,24 heures,13,che_24heures,24heures.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Regional or local newspaper,11,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Le Temps,10,che_letemps,letemps.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Tribune de Genève,9,che_tdg,tdg.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Private TV news,9,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,offline,Le Nouvelliste,9,che_nouvelliste,lenouvelliste.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,20 Minutes online,47,che_20min_fr,20min.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,RTS News online,30,che_rts,rts.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Le Matin online,17,che_lematin,lematin.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Blue News,16,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,24 heures.ch,14,che_24heures,24heures.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Teletext online,14,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Blick online,10,che_blick,blick.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Le Nouvelliste online,9,che_nouvelliste,lenouvelliste.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,MSN News,8,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Le Temps online,8,che_letemps,letemps.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Yahoo! News,8,usa_yahoo,yahoo.com,"News aggregator, foreign-owned.","DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2023,online,Regional or local newspapers online,7,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,SRF news (public broadcaster),59,che_srf,srf.ch,Chart also reports SRF TV News 40% and SRF Radio News 37% separately.,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,20 Minuten,37,che_20min_de,20min.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,German public TV news,20,cat_de_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,German private TV news,18,cat_de_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Private TV news,17,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Blick,17,che_blick,blick.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Private radio news,15,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Regional or local newspapers,14,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Tages-Anzeiger,10,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,BBC News,7,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2023, p. 103",foreign,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,SonntagsZeitung,6,che_sonntagszeitung,sonntagszeitung.ch,"sonntagszeitung.ch was a live publishing domain in the early years (73,000+ archived pages); its 2018 archived homepage is titled 'News SonntagsZeitung - tagesanzeiger.ch', i.e. articles were served under Tages-Anzeiger's domain. By 2026 the domain serves an e-paper portal only. TX Group title. UNVERIFIED DOMAIN: which host to fetch articles from per year is unresolved - see domain_evidence_switzerland.tsv.","DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,offline,Neue Zürcher Zeitung (NZZ),6,che_nzz,nzz.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,20 Minuten online,45,che_20min_de,20min.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,SRF News online,29,che_srf,srf.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Blick online,25,che_blick,blick.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Watson,20,che_watson,watson.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Blue News,15,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,nau.ch,15,che_nau,nau.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Teletext online,11,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,NZZ online,10,che_nzz,nzz.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Regional or local newspapers online,9,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2023, p. 103",category,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,GMX,9,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2023, p. 103",aggregator,TRUE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,Tages-Anzeiger online,9,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2023, p. 103",outlet,FALSE,,,national,2023-01,2023-02,2037,
CHE,german-speaking,2023,online,BBC News online,6,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2023, p. 103",foreign,FALSE,,,national,2023-01,2023-02,2037,
CHE,french-speaking,2022,offline,RTS News (public broadcaster),72,che_rts,rts.ch,Chart also reports RTS TV News 56% and RTS Radio News 38% separately.,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,20 minutes,45,che_20min_fr,20min.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,French private TV news,33,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,French public TV news,26,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Private radio news,20,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Le Matin Dimanche,16,che_lematindimanche,lematin.ch,UNVERIFIED DOMAIN: lematindimanche.ch serves an e-paper portal only. Recorded lematin.ch as the likely article domain - confirm.,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,24 heures,15,che_24heures,24heures.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Le Temps,14,che_letemps,letemps.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Regional or local newspaper,12,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Tribune de Genève,10,che_tdg,tdg.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Private TV news,10,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,offline,Le Nouvelliste,9,che_nouvelliste,lenouvelliste.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,20 minutes online,48,che_20min_fr,20min.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,RTS News online,33,che_rts,rts.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Le Matin online,21,che_lematin,lematin.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Blue News,20,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2022, p. 107",aggregator,TRUE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,24 heures.ch,16,che_24heures,24heures.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Teletext online,16,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2022, p. 107",aggregator,TRUE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Le Temps online,12,che_letemps,letemps.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Le Nouvelliste online,11,che_nouvelliste,lenouvelliste.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Arcinfo.ch,9,che_arcinfo,arcinfo.ch,UNVERIFIED DOMAIN: not Wayback-checked.,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,BBC News online,8,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2022, p. 107",foreign,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,Tribune de Genève online,8,che_tdg,tdg.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2022,online,CNN.com,8,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2022, p. 107",foreign,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,SRF News (public broadcaster),64,che_srf,srf.ch,Chart also reports SRF TV News 44% and SRF Radio News 40% separately.,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,20 minuten,40,che_20min_de,20min.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,German public TV news,25,cat_de_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,German private TV news,22,cat_de_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Private TV news,21,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Blick,18,che_blick,blick.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Regional or local newspapers,17,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Private radio news,16,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Tages-Anzeiger,11,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,BBC News,8,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2022, p. 107",foreign,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Neue Zürcher Zeitung (NZZ),7,che_nzz,nzz.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,offline,Sonntagsblick,7,che_sonntagsblick,blick.ch,sonntagsblick.ch redirects to blick.ch; no separate article domain.,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,20 minuten online,45,che_20min_de,20min.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,SRF News online,32,che_srf,srf.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Blick online,26,che_blick,blick.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Watson,21,che_watson,watson.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Blue News,18,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2022, p. 107",aggregator,TRUE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,nau.ch,15,che_nau,nau.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,gmx,12,deu_gmx,gmx.ch,Email portal with a news feed. German-owned (United Internet); gmx.ch is the Swiss domain.,"DNR 2022, p. 107",aggregator,TRUE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Tages-Anzeiger online,10,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Teletext online,10,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2022, p. 107",aggregator,TRUE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,NZZ online,9,che_nzz,nzz.ch,,"DNR 2022, p. 107",outlet,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,Regional or local newspapers online,8,cat_regional_local_press_online,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2022, p. 107",category,FALSE,,,national,2022-01,2022-02,2004,
CHE,german-speaking,2022,online,BBC News online,6,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2022, p. 107",foreign,FALSE,,,national,2022-01,2022-02,2004,
CHE,french-speaking,2021,offline,RTS News (public broadcaster),74,che_rts,rts.ch,Chart also reports RTS TV News 58% and RTS Radio News 40% separately.,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,20 minutes,50,che_20min_fr,20min.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,French private TV news,33,cat_fr_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,French public TV news,26,cat_fr_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,24 heures,19,che_24heures,24heures.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Le Matin Dimanche,17,che_lematindimanche,lematin.ch,UNVERIFIED DOMAIN: lematindimanche.ch serves an e-paper portal only. Recorded lematin.ch as the likely article domain - confirm.,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Private radio news,16,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Le Temps,15,che_letemps,letemps.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Regional or local newspaper,11,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Private TV news,10,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,Tribune de Genève,10,che_tdg,tdg.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,offline,La Liberté,9,che_laliberte,laliberte.ch,UNVERIFIED DOMAIN: not Wayback-checked.,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,20 minutes online,54,che_20min_fr,20min.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,RTS News online,37,che_rts,rts.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Le Matin (incl. Sunday),24,che_lematin,lematin.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Bluewin.ch,20,che_bluenews,bluewin.ch,"Swisscom portal. Branded Bluewin, later Blue News; bluenews.ch redirects to bluewin.ch, where the articles live.","DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,24 heures.ch,19,che_24heures,24heures.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Teletext online,15,che_teletext,teletext.ch,Republishes agency copy rather than producing original reporting.,"DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,MSN News,11,usa_msn,msn.com,"Microsoft news portal, foreign-owned.","DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Tribune de Genève online,10,che_tdg,tdg.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Le Temps online,10,che_letemps,letemps.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Le Nouvelliste online,10,che_nouvelliste,lenouvelliste.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Yahoo! News,9,usa_yahoo,yahoo.com,"News aggregator, foreign-owned.","DNR 2021, p. 107",aggregator,TRUE,,,national,2021-01,2021-02,2000,
CHE,french-speaking,2021,online,Arcinfo.ch,9,che_arcinfo,arcinfo.ch,UNVERIFIED DOMAIN: not Wayback-checked.,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,SRF News (public broadcaster),66,che_srf,srf.ch,Chart also reports SRF TV News 47% and SRF Radio News 41% separately.,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,20 minuten,44,che_20min_de,20min.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,German public TV news,25,cat_de_public_tv,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,Private TV news,22,cat_commercial_tv,,Aggregate category label for Swiss commercial/private TV news. Wording varies by year ('Other commercial news (e.g. Tele Zuri)' -> 'Other commercial TV' -> 'Private TV news' -> 'Commercial TV news'); treated as one item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,German private TV news,21,cat_de_commercial_tv,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,Blick,18,che_blick,blick.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,Private radio news,17,cat_commercial_radio,,Aggregate category label. DNR alternates 'private' and 'commercial' wording across years for this item.,"DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,Regional/local newspaper,15,cat_regional_local_press,,"Aggregate category label in the DNR chart, not an identifiable outlet. No domain.","DNR 2021, p. 107",category,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,Tages-Anzeiger,12,che_tagesanzeiger,tagesanzeiger.ch,,"DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,CNN,9,usa_cnn,cnn.com,Foreign outlet appearing in the Swiss list.,"DNR 2021, p. 107",foreign,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,BBC News,8,gbr_bbc,bbc.co.uk,Foreign outlet appearing in the Swiss list.,"DNR 2021, p. 107",foreign,FALSE,,,national,2021-01,2021-02,2000,
CHE,german-speaking,2021,offline,SonntagsZeitung,8,che_sonntagszeitung,sonntagszeitung.ch,"sonntagszeitung.ch was a live publishing domain in the early years (73,000+ archived pages); its 2018 archived homepage is titled 'News SonntagsZeitung - tagesanzeiger.ch', i.e. articles were served under Tages-Anzeiger's domain. By 2026 the domain serves an e-paper portal only. TX Group title. UNVERIFIED DOMAIN: which host to fetch articles from per year is unresolved - see domain_evidence_switzerland.tsv.","DNR 2021, p. 107",outlet,FALSE,,,national,2021-01,2021-02,2000,
